text,label
I found my card again. Can I put it back into the app?,13
Please tell me what this direct debit in my statement is,28
Is the 1 pound charge I can see an error or an incorrect entry?,34
How long does it take for a top up to go through,47
"For some reason, I'm unable to transfer funds.",7
I have been charged a fee for getting cash,19
I cannot withdraw money from the ATM,26
Where is my credit card that was to be mailed?,11
"I double checked that I have the correct account details , they're right for sure. Transfer is still pending since forever. What should be done now?",48
Why can't I topup my account?,59
Please help me make a transfer. I keep receiving an error and I'm trying to make the initial mortgage payment for a flat I'm buying. What is the deal here?,35
How can I create another card linked to this account?,39
what is the status of my refund,51
Im not sure if a seller is giving me my money back! I asked them to refund my money for the item but It's been a week now and still nothing has been given back to me. Can you resolve this for me?,51
I could not get my transfer to happen correctly and was wondering why?,35
Do you do business in the EU?,24
Someone else charged my card!,28
"If my card payment is cancelled, what should I do?",53
I transferred some money but it is yet to arrive.,5
Do I need to re-apply to order a new card when my old one's about to expire?,9
"Please help me in this, as i was unable to make any payment by my new card,  it was getting declined repeatedly. I am not very happy with this incident.",25
What do I need to do to activate my new card?,0
My card activation is failing.,0
how come my transfer didn't work,35
please help my transfer go through,35
I'm in China and need a new card. Please help.,9
The payment I made with my card is not showing up.,53
Is it possible someone has access to my card? I noticed that there are a couple of payments in the app I'm sure I did not make. Can you find out what's going on here?,16
Can I give a second card for this account to my daughter?,39
"Hi,I tried to get some money out but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.",46
I can't get money out of the ATM,26
I have a top up that didn't go through.  Why?,59
"Just received my replacement card, what steps do i need to take to activate it?",0
I believe my card payment has reverted,53
Does it matter if I use Visa or Mastercard?,73
I don't think my top up is working correctly,59
Help!  The app says I took out cash but I didn't!,20
Please help me get a Visa card.,73
"Although I am not located in the UK area, may i still receive a card?",24
Why did you revert my top up?,61
My transfer didn't complete. Why can't I access funds?,35
I got a fee when paying with my card,15
"I made a transfer for my rent payment about 2 days ago, but my landlord hasn't received it yet. It shows as done on my  side, and I've double check all account numbers and they are correct. Can you verify that the transaction was actually made?",66
"Hello,  I have recharged topup but account is not credited. Please help me in this, i guess there is some defect in system.",61
Why is there a direct debit I didn't make showing in the app?,28
I was charged a fee for withdrawing cash.,19
"My card couldn't complete a transfer, why?",35
Can I purchase extra non-virtual cards?,39
There is a direct debit transaction that I did not authorize,28
What is this extra pound charge for?,34
I have a direct debit I didn't set up,28
My credit card got declined for top up! What's going on? Can you check on why it didn't go through?,59
Help me figure out how to link the new card.,13
